id,type,discount_num,gridcode,citycode,adname,tel,tag,entr_location,timestamp,address,adcode,pname,cityname,name,location,biz_ext.rating,lng,lat
B0FFGSHWK1,住宿服务;旅馆招待所;旅馆招待所,0,4514723011,27,江汉区,13971642158,"特色小吃,面鱼","114.254339,30.61316",2022/12/30 2:47,汉口火车站D1出口怡景商务大厦B座13楼1304,420103,湖北省,武汉市,武汉怡景果然主题酒店(汉口火车站店),"114.254273,30.612906",4.8,114.254273,30.612906
B0FFFGZSHS,住宿服务;宾馆酒店;宾馆酒店,0,4812000910,710,襄城区,0710-3330678,[],[],2022/12/30 9:10,双湖路(广电中心西侧),420602,湖北省,襄阳市,楚汉香大酒店,"112.112721,32.005533",3.8,112.112721,32.005533
B0G16S0UZE,住宿服务;宾馆酒店;经济型连锁酒店,0,4514622401,27,武昌区,027-88392388,大排档,"114.305291,30.519484",2022/12/31 0:10,白沙洲大道武泰闸堤街2号(万隆广场旁),420106,湖北省,武汉市,汉庭酒店(武昌火车站起义门店),"114.305354,30.519419",4.8,114.305354,30.519419
B0FFFVE29H,住宿服务;宾馆酒店;宾馆酒店,0,4514621811,27,洪山区,027-87675788,[],"114.35793,30.512747",2022/12/30 9:04,桂元路202号(华中师范大学南门多芬艺术隔壁),420111,湖北省,武汉市,武汉豆丁酒店(华中师范大学店),"114.358052,30.512760",3.5,114.358052,30.51276
B0G2AU6HHU,住宿服务;宾馆酒店;宾馆酒店,0,4514712701,27,硚口区,027-83388828,[],"114.22013,30.600347",2022/12/30 9:18,汉西三路81号,420104,湖北省,武汉市,城市便捷酒店(武汉汉西三路店),"114.220120,30.600622",4.6,114.22012,30.600622
B02D80015I,住宿服务;宾馆酒店;宾馆酒店,0,4513434602,728,仙桃市,0728-3237777,[],"113.458316,30.36896",2022/12/31 0:23,沔阳大道75号,429004,湖北省,仙桃市,海凡星华冠酒店,"113.458355,30.369164",3.9,113.458355,30.369164
B0FFLPCBE6,住宿服务;宾馆酒店;宾馆酒店,0,4611168221,717,当阳市,0717-3153999,[],"111.783515,30.822385",2022/12/30 15:05,长坂路67号,420582,湖北省,宜昌市,丽橙酒店·趣(当阳长坂坡客运站店),"111.783134,30.822571",4.6,111.783134,30.822571
B02C6032IB,住宿服务;宾馆酒店;宾馆酒店,0,4812164112,710,枣阳市,[],[],"112.774269,32.121437",2022/12/30 15:01,人民路44号,420683,湖北省,襄阳市,嘉禾大酒店(人民路店),"112.774014,32.121614",4.2,112.774014,32.121614
B0AA8000AX,住宿服务;宾馆酒店;四星级宾馆,0,4512570120,2728,潜江市,0728-6292255;0728-6293556;0728-6295932,[],"112.889539,30.424192",2022/12/31 0:13,湖滨路11号,429005,湖北省,潜江市,潜江宾馆,"112.888718,30.424465",4.1,112.888718,30.424465
B0FFLPEULC,住宿服务;宾馆酒店;宾馆酒店,0,4514720012,27,江汉区,18071058836,[],"114.262193,30.588109",2022/12/30 19:20,"万松园横路58号(近青年路地铁A出口,航空路小学正对面)",420103,湖北省,武汉市,帆鸣主题酒店(武汉同济医院青年路地铁站店),"114.262160,30.588212",4.9,114.26216,30.588212
B0FFHQ5GVJ,住宿服务;宾馆酒店;经济型连锁酒店,0,4514628222,27,江汉区,027-85701999,自助早餐,"114.28502,30.573796",2022/12/30 23:38,三民路49号(六渡桥地铁站B口步行170米),420103,湖北省,武汉市,城市便捷酒店(武汉江汉路六渡桥地铁站店),"114.284824,30.573753",4.6,114.284824,30.573753
B0FFFWY4LM,住宿服务;宾馆酒店;四星级宾馆,0,4512478100,2728,潜江市,0728-3509888;0728-8629999,"虾城,龙虾,自助早餐,自助餐","112.891443,30.401047",2022/12/31 0:18,红梅路88号,429005,湖北省,潜江市,章华花苑酒店,"112.891302,30.401625",4.4,112.891302,30.401625
B02D80LYI3,住宿服务;宾馆酒店;三星级宾馆,0,4513433601,728,仙桃市,0728-3604888;0728-8216666,[],"113.456096,30.360924",2022/12/30 20:52,仙桃大道中段64号(钱沟路交汇处)武商仙桃购物中心,429004,湖北省,仙桃市,怡家国际酒店(仙桃武商店),"113.456077,30.360377",4,113.456077,30.360377
B001B0JG36,住宿服务;旅馆招待所;旅馆招待所,0,4514715001,27,东西湖区,027-51476638,[],"114.131056,30.625538",2022/12/30 9:04,东吴大道747号(东吴大道地铁站A口步行350米),420112,湖北省,武汉市,武汉鹏程招待所,"114.131138,30.625718",4.7,114.131138,30.625718
B02CD0Q6GX,住宿服务;宾馆酒店;三星级宾馆,0,4511638200,717,猇亭区,0717-6055099;0717-6075606;0717-6755099,"稀饭,自助早餐,自助餐","111.402384,30.569499",2022/12/31 0:22,猇亭大道12号,420505,湖北省,宜昌市,虹桥假日酒店,"111.402362,30.569047",4,111.402362,30.569047
B0AA80LV1Y,住宿服务;宾馆酒店;宾馆酒店,0,4512476220,2728,潜江市,0728-8150888,[],"112.900236,30.391815",2022/12/30 8:41,潜江经济开发区章华南路万豪假日酒店旁马家台小区61号,429005,湖北省,潜江市,潜江万豪假日酒店,"112.900231,30.391500",3.8,112.900231,30.3915
B02CF03Y51,住宿服务;宾馆酒店;宾馆酒店,0,4810766221,719,茅箭区,0719-8697999,[],"110.781923,32.640496",2022/12/31 0:27,东岳路7号(五堰立交桥侧),420302,湖北省,十堰市,十堰神州行商务宾馆,"110.782067,32.640550",4.3,110.782067,32.64055
B0FFFGYK5W,住宿服务;宾馆酒店;宾馆酒店,0,4414623320,715,咸安区,0715-8728999,[],"114.289936,29.863911",2022/12/30 5:23,长安大道29号,421202,湖北省,咸宁市,百事达电竞酒店,"114.290196,29.863940",5,114.290196,29.86394
B0FFGDH57X,住宿服务;宾馆酒店;宾馆酒店,0,4512412910,716,荆州区,0716-8875888,[],"112.239754,30.354456",2022/12/31 0:14,关沮镇荆沙大道两湖绿谷2楼行政楼,421003,湖北省,荆州市,两湖西联酒店,"112.239916,30.354365",3.7,112.239916,30.354365
B0FFGZHXHK,住宿服务;宾馆酒店;宾馆酒店,0,4611022322,717,伍家岗区,0717-6261888;0717-6839999,[],"111.299739,30.690127",2022/12/29 13:55,夷陵大道131号(天街娱乐城一楼院内),420503,湖北省,宜昌市,宜昌金岛假日酒店(胜利四路店),"111.299908,30.690147",4.7,111.299908,30.690147
B02CE0P28T,住宿服务;宾馆酒店;宾馆酒店,0,4508373511,718,利川市,0718-7294888,[],"108.943011,30.28039",2022/12/31 0:31,南环大道56号,422802,湖北省,恩施土家族苗族自治州,鑫源宾馆(南环大道),"108.942965,30.280143",4,108.942965,30.280143
B02CD0Q8VK,住宿服务;宾馆酒店;四星级宾馆,0,4611023310,717,西陵区,0717-6921188;0717-6921199,[],"111.290249,30.696764",2022/12/30 18:35,云集路27号1、11-24层,420502,湖北省,宜昌市,宜昌美邻私人酒店,"111.290529,30.696971",4.4,111.290529,30.696971
B001B0JYOV,住宿服务;宾馆酒店;三星级宾馆,0,4514624010,27,汉阳区,027-84702626;027-84702665;027-84702666,[],"114.251256,30.538233",2022/12/30 9:04,马鹦路161号,420105,湖北省,武汉市,中青假日酒店(鹦鹉大道店),"114.250829,30.538142",3.9,114.250829,30.538142
B0FFF34WW0,住宿服务;宾馆酒店;宾馆酒店,0,4514315022,27,江夏区,027-81525188;13986000940,[],[],2022/12/30 9:04,金口街金水闸金水农场医院对面,420115,湖北省,武汉市,武汉金铃宾馆,"114.133399,30.298173",4.1,114.133399,30.298173
B02CE002W3,住宿服务;宾馆酒店;四星级宾馆,0,4409411220,718,咸丰县,0718-6899998;0718-6899999,[],"109.152071,29.681375",2022/12/31 0:25,解放路323号(近人民医院),422826,湖北省,恩施土家族苗族自治州,乐山大酒店,"109.152243,29.681283",4.1,109.152243,29.681283
B001B16GOZ,住宿服务;宾馆酒店;宾馆酒店,0,4514629322,27,江岸区,027-82805833,[],"114.298668,30.582266",2022/12/31 0:09,洞庭街34号金花之星酒店,420102,湖北省,武汉市,金花之星酒店(江汉路步行街江滩店),"114.298477,30.582178",4,114.298477,30.582178
B0FFHJGQRB,住宿服务;宾馆酒店;宾馆酒店,0,4514621512,27,武昌区,027-88229888,[],"114.322803,30.513194",2022/12/30 6:37,南湖花园城瑞安街271号,420106,湖北省,武汉市,武汉鑫瑞达商务酒店,"114.323331,30.513247",4.2,114.323331,30.513247
B02D8000JR,住宿服务;宾馆酒店;三星级宾馆,0,4513433601,728,仙桃市,0728-3231888;0728-3312369,[],"113.456936,30.36092",2022/12/30 17:11,仙桃大道66号(近武商仙桃购物中心),429004,湖北省,仙桃市,凤凰酒店(仙桃大道),"113.457036,30.360619",3.1,113.457036,30.360619
B0FFMHPHJQ,住宿服务;宾馆酒店;宾馆酒店,0,4514422602,27,江夏区,027-87978886,大排档,"114.336522,30.352047",2022/12/30 9:20,熊廷弼街特8号高鑫名居大商业7,420115,湖北省,武汉市,品荟精品酒店,"114.336325,30.352056",4.7,114.336325,30.352056
B001B0BCOS,住宿服务;宾馆酒店;宾馆酒店,0,4514720211,27,江岸区,027-85798361;027-85798362,小吃街,"114.282120,30.588015",2022/12/31 0:33,江汉北路渣家村1号(二十八中学对面),420102,湖北省,武汉市,武汉万家都市宾馆(江汉路步行街循礼门地铁站店),"114.282325,30.587902",4.6,114.282325,30.587902
